"","n.gram","counts"
"3746","either time",2
"3747","either us",2
"3748","either way",10
"3749","either worked",2
"3750","elbe county",2
"3751","elderly parents",3
"3752","elderly woman",2
"3753","eldest daughter",2
"3754","elect large",2
"3755","elected official",2
"3756","elected officials",3
"3757","election campaign",2
"3758","election day",2
"3759","election night",2
"3760","election tablespoons",2
"3761","election year",3
"3762","electric currents",2
"3763","electric motors",2
"3764","electric mowers",2
"3765","electrical devices",2
"3766","electrical engineering",3
"3767","electronics industry",2
"3768","elementary dear",2
"3769","elementary school",9
"3770","elementary schools",2
"3771","elementary secondary",2
"3772","elements woven",2
"3773","eleven years",2
"3774","elizabeth mueller",2
"3775","elizabeth taylor",3
"3776","else expect",2
"3777","else going",3
"3778","else night",2
"3779","else want",3
"3780","else world",4
"3781","elsewhere now",2
"3782","email address",3
"3783","email com",2
"3784","email thanks",2
"3785","emails nbc",2
"3786","embarked upon",2
"3787","embedded systems",4
"3788","embracing alternate",3
"3789","embracing creativity",2
"3790","emergency depament",2
"3791","emma henry",3
"3792","emma watson",2
"3793","employer hospital",2
"3794","employer suppo",2
"3795","empty handed",2
"3796","empty toilet",2
"3797","en route",2
"3798","encourage make",2
"3799","encouraging read",2
"3800","end cap",2
"3801","end chapter",2
"3802","end d",2
"3803","end day",6
"3804","end don",2
"3805","end fiscal",2
"3806","end game",5
"3807","end going",3
"3808","end last",4
"3809","end let",2
"3810","end making",2
"3811","end military",2
"3812","end month",5
"3813","end movie",2
"3814","end night",3
"3815","end october",2
"3816","end one",2
"3817","end program",2
"3818","end result",3
"3819","end right",2
"3820","end road",2
"3821","end season",2
"3822","end second",2
"3823","end september",2
"3824","end story",2
"3825","end summer",3
"3826","end time",2
"3827","end war",3
"3828","end week",2
"3829","end world",4
"3830","end year",5
"3831","ended season",2
"3832","energy consumption",2
"3833","energy depament",2
"3834","energy game",2
"3835","energy policies",2
"3836","enforcement agency",2
"3837","engineering degrees",2
"3838","england patriots",3
"3839","england think",2
"3840","english channel",2
"3841","english first",2
"3842","english learners",2
"3843","english subtitles",2
"3844","english teacher",3
"3845","enjoy beautiful",2
"3846","enjoy beauty",2
"3847","enjoy family",3
"3848","enjoy fun",2
"3849","enjoy good",2
"3850","enjoy life",2
"3851","enjoy one",2
"3852","enjoyed first",2
"3853","enjoying worship",2
"3854","enough actually",2
"3855","enough believe",2
"3856","enough enough",2
"3857","enough experience",2
"3858","enough food",3
"3859","enough get",3
"3860","enough give",2
"3861","enough good",4
"3862","enough know",3
"3863","enough make",6
"3864","enough money",2
"3865","enough need",2
"3866","enough one",3
"3867","enough pay",2
"3868","enough people",2
"3869","enough say",3
"3870","enough scare",2
"3871","enough sustain",2
"3872","enough take",3
"3873","enough think",3
"3874","enough time",5
"3875","enough us",2
"3876","enough yet",2
"3877","enteainment complex",2
"3878","enter back",2
"3879","enter chance",2
"3880","enter first",2
"3881","entering th",2
"3882","entire album",3
"3883","entire bible",2
"3884","entire family",2
"3885","entire life",2
"3886","entire team",3
"3887","entire thing",4
"3888","entire time",2
"3889","entire world",2
"3890","entirely different",4
"3891","entirely sure",2
"3892","entitlement reform",2
"3893","entry level",2
"3894","environment like",2
"3895","environment need",2
"3896","environmental groups",2
"3897","environmental health",2
"3898","environmental protection",6
"3899","eoin colfer",2
"3900","episcopal church",2
"3901","episode still",2
"3902","equal pas",2
"3903","equal rights",2
"3904","equally impoant",3
"3905","equient ready",2
"3906","equinox day",2
"3907","era strikeouts",2
"3908","es ceain",2
"3909","escape back",2
"3910","especially back",2
"3911","especially considering",2
"3912","especially last",2
"3913","especially need",2
"3914","especially really",2
"3915","especially since",7
"3916","especially vulnerable",2
"3917","essex county",2
"3918","estate agent",4
"3919","estate tax",2
"3920","estimated billion",3
"3921","estimated cost",2
"3922","estimated million",2
"3923","estimated percent",2
"3924","et al",6
"3925","etc etc",4
"3926","etc one",2
"3927","eternal heavens",2
"3928","eternal life",4
"3929","eternally begotten",2
"3930","etsy shop",3
"3931","etude house",2
"3932","eu associates",3
"3933","euro billion",2
"3934","european union",3
"3935","even acknowledge",2
"3936","even adult",2
"3937","even asked",2
"3938","even better",8
"3939","even bigger",2
"3940","even capable",2
"3941","even child",2
"3942","even considered",2
"3943","even district",2
"3944","even dog",2
"3945","even encourage",2
"3946","even face",2
"3947","even fandom",2
"3948","even fear",2
"3949","even find",2
"3950","even get",8
"3951","even going",2
"3952","even got",3
"3953","even great",2
"3954","even greater",2
"3955","even hold",2
"3956","even imagine",2
"3957","even just",8
"3958","even know",7
"3959","even larger",2
"3960","even last",2
"3961","even let",2
"3962","even like",5
"3963","even little",3
"3964","even lose",2
"3965","even make",2
"3966","even means",2
"3967","even need",2
"3968","even non",4
"3969","even one",2
"3970","even place",2
"3971","even push",2
"3972","even put",2
"3973","even realize",4
"3974","even remember",3
"3975","even run",2
"3976","even say",4
"3977","even see",2
"3978","even sho",2
"3979","even show",2
"3980","even small",4
"3981","even smallest",3
"3982","even sure",2
"3983","even things",2
"3984","even think",3
"3985","even though",58
"3986","even three",2
"3987","even tired",2
"3988","even turn",2
"3989","even upset",2
"3990","even use",2
"3991","even vacation",2
"3992","even want",3
"3993","even without",2
"3994","even worse",4
"3995","even written",2
"3996","even years",2
"3997","evening got",2
"3998","evening news",2
"3999","evening sales",2
"4000","event also",2
"4001","event behaviour",2
"4002","event one",2
"4003","events coming",2
"4004","events leading",2
"4005","events like",2
"4006","eventually come",3
"4007","eventually decided",2
"4008","ever actually",2
"4009","ever changing",2
"4010","ever don",2
"4011","ever end",2
"4012","ever entered",2
"4013","ever ever",2
"4014","ever experienced",2
"4015","ever followed",2
"4016","ever gave",2
"4017","ever get",6
"4018","ever give",2
"4019","ever heard",4
"4020","ever made",2
"4021","ever meet",2
"4022","ever one",3
"4023","ever played",4
"4024","ever present",2
"4025","ever read",4
"4026","ever see",4
"4027","ever seen",3
"4028","ever since",8
"4029","ever spent",2
"4030","ever take",2
"4031","ever think",2
"4032","ever thought",2
"4033","ever tried",4
"4034","ever wanted",2
"4035","ever won",2
"4036","ever wondered",2
"4037","every american",3
"4038","every aspect",2
"4039","every bit",5
"4040","every coach",2
"4041","every comment",2
"4042","every corner",4
"4043","every day",31
"4044","every days",2
"4045","every first",2
"4046","every four",2
"4047","every girl",2
"4048","every man",2
"4049","every moment",3
"4050","every monday",2
"4051","every morning",8
"4052","every movie",2
"4053","every night",5
"4054","every now",5
"4055","every often",2
"4056","every one",8
"4057","every person",2
"4058","every race",2
"4059","every single",12
"4060","every soul",2
"4061","every step",3
"4062","every street",2
"4063","every three",7
"4064","every time",29
"4065","every two",2
"4066","every way",3
"4067","every week",8
"4068","every year",9
"4069","everyday life",2
"4070","everyone around",2
"4071","everyone best",3
"4072","everyone can",5
"4073","everyone else",12
"4074","everyone fun",2
"4075","everyone going",3
"4076","everyone happy",2
"4077","everyone holiday",2
"4078","everyone instead",2
"4079","everyone involved",4
"4080","everyone know",5
"4081","everyone knows",3
"4082","everyone nice",2
"4083","everyone see",2
"4084","everyone still",2
"4085","everyone talking",2
"4086","everyone thanks",2
"4087","everyone think",3
"4088","everyone wants",6
"4089","everyone welcome",3
"4090","everything asked",2
"4091","everything bag",2
"4092","everything day",2
"4093","everything done",4
"4094","everything easy",2
"4095","everything else",7
"4096","everything everything",3
"4097","everything falls",2
"4098","everything fine",2
"4099","everything going",4
"4100","everything including",2
"4101","everything just",3
"4102","everything life",4
"4103","everything need",2
"4104","everything pretty",2
"4105","everything says",2
"4106","everything sold",2
"4107","everything still",3
"4108","everything wants",3
"4109","everywhere can",3
"4110","everywhere go",2
"4111","evil good",2
"4112","ex gay",3
"4113","exact moment",2
"4114","exactly found",2
"4115","exactly lbs",2
"4116","exactly like",6
"4117","exactly way",5
"4118","example one",3
"4119","excellent race",2
"4120","except little",2
"4121","exception rule",2
"4122","excess data",2
"4123","exchange commission",2
"4124","excited go",2
"4125","excited new",2
"4126","excited one",2
"4127","excited see",2
"4128","excited share",2
"4129","excited try",2
"4130","exciting time",2
"4131","executed game",2
"4132","executive charlie",2
"4133","executive chef",4
"4134","executive director",9
"4135","executive ed",2
"4136","executive officer",2
"4137","executive order",2
"4138","executive vice",3
"4139","exercise right",2
"4140","exhibit just",2
"4141","exit turn",2
"4142","expand can",2
"4143","expected begin",2
"4144","expected cou",2
"4145","expected end",2
"4146","expected open",2
"4147","expedition especially",2
"4148","expensive place",2
"4149","experience big",2
"4150","experience every",2
"4151","experience just",2
"4152","experience life",2
"4153","experience think",2
"4154","experience whole",2
"4155","experiences also",2
"4156","expes say",2
"4157","expes think",2
"4158","explain politics",2
"4159","explains another",2
"4160","explanatory power",2
"4161","explore ways",2
"4162","exposed violence",2
"4163","exposed world",2
"4164","express scripts",2
"4165","expressionists like",2
"4166","extended family",2
"4167","extra base",2
"4168","extra cash",2
"4169","extra money",3
"4170","extra night",2
"4171","extra rinse",3
"4172","extra time",5
"4173","extra virgin",5
"4174","extracurricular activities",2
"4175","extreme circumstances",2
"4176","extremely difficult",3
"4177","extremely high",2
"4178","extremely impoant",3
"4179","extremely limited",2
"4180","extremely well",2
"4181","eye catching",2
"4182","eye shadow",2
"4183","eyes child",2
"4184","eyes fixed",2
"4185","eyes just",3
"4186","eyes never",2
"4187","eyes open",2
"4188","eyes seemed",2
"4189","eyes stared",2
"4190","eyes wide",3
"4191","f b",3
"4192","f g",2
"4193","f ing",2
"4194","f kennedy",3
"4195","f r",2
"4196","fa ade",2
"4197","fabric store",2
"4198","face asked",2
"4199","face every",2
"4200","face face",4
"4201","face fears",2
"4202","face one",2
"4203","face thy",2
"4204","face years",2
"4205","facebook like",2
"4206","facebook message",2
"4207","facebook page",6
"4208","facebook twitter",11
"4209","facility high",2
"4210","fact anc",2
"4211","fact can",3
"4212","fact feel",2
"4213","fact first",2
"4214","fact going",2
"4215","fact great",2
"4216","fact looks",2
"4217","fact m",2
"4218","fact many",4
"4219","fact never",2
"4220","fact often",2
"4221","fact one",3
"4222","fact ve",2
"4223","factory output",2
"4224","fail make",2
"4225","failing see",2
"4226","failure option",2
"4227","fair amount",3
"4228","fair fight",2
"4229","fair really",2
"4230","fair share",3
"4231","fair trade",2
"4232","fairly unchaed",2
"4233","fairly uncommon",2
"4234","fairy tale",2
"4235","faith father",2
"4236","faith god",3
"4237","faith know",2
"4238","faith never",2
"4239","faith seeking",2
"4240","fall asleep",6
"4241","fall back",2
"4242","fall love",4
"4243","fall place",2
"4244","fall semester",2
"4245","fall time",2
"4246","fallen love",2
"4247","falling apa",2
"4248","falling asleep",4
"4249","falling backward",2
"4250","falling love",3
"4251","falls love",3
"4252","false sta",2
"4253","familiar software",2
"4254","families home",2
"4255","families never",2
"4256","family blessed",2
"4257","family bond",2
"4258","family can",4
"4259","family close",2
"4260","family cookbook",2
"4261","family especially",2
"4262","family event",2
"4263","family four",4
"4264","family friends",15
"4265","family ginny",2
"4266","family history",4
"4267","family home",3
"4268","family life",5
"4269","family little",2
"4270","family make",2
"4271","family member",5
"4272","family members",10
"4273","family now",2
"4274","family one",2
"4275","family pictures",2
"4276","family really",2
"4277","family room",2
"4278","family run",2
"4279","family services",2
"4280","family staed",2
"4281","family stas",2
"4282","family time",4
"4283","family traditions",2
"4284","family wanted",2
"4285","family well",2
"4286","famous people",2
"4287","fan base",2
"4288","fan camera",2
"4289","fan wants",2
"4290","fan yet",2
"4291","fantasy spos",2
"4292","far away",6
"4293","far back",2
"4294","far behind",2
"4295","far better",3
"4296","far bigger",2
"4297","far boys",2
"4298","far can",4
"4299","far common",2
"4300","far enough",2
"4301","far greater",2
"4302","far largest",2
"4303","far leftists",2
"4304","far less",2
"4305","far likely",2
"4306","far many",2
"4307","far million",2
"4308","far much",2
"4309","far often",2
"4310","far one",3
"4311","far perfect",2
"4312","far right",3
"4313","far severe",2
"4314","far side",2
"4315","far surface",2
"4316","far ve",2
"4317","farm another",2
"4318","farm murders",2
"4319","farmer logic",2
"4320","farmer market",2
"4321","farmers market",4
"4322","farmers markets",3
"4323","farms ranches",2
"4324","fashion week",3
"4325","fast approaching",3
"4326","fast company",2
"4327","fast enough",3
"4328","fast food",5
"4329","fast forward",3
"4330","fast know",2
"4331","fast moving",2
"4332","fast paced",3
"4333","fast people",2
"4334","faster faster",2
"4335","fastest growing",4
"4336","fastest time",2
"4337","father christmas",2
"4338","father daughter",2
"4339","father day",2
"4340","father died",2
"4341","father first",2
"4342","father mother",5
"4343","father peter",2
"4344","father sent",3
"4345","father son",2
"4346","father went",2
"4347","father ye",2
"4348","father year",2
"4349","fathers day",2
"4350","fatty acids",2
"4351","fatty fish",2
"4352","favor bill",2
"4353","favor blessing",2
"4354","favorite among",2
"4355","favorite author",2
"4356","favorite book",2
"4357","favorite characters",2
"4358","favorite games",2
"4359","favorite movies",2
"4360","favorite pa",2
"4361","favorite place",2
"4362","favorite thing",3
"4363","favorite things",2
"4364","favorite wish",2
"4365","favour may",2
"4366","favourite places",2
"4367","fear dark",2
"4368","fear hea",2
"4369","fearless leader",2
"4370","feature films",2
"4371","feature writing",2
"4372","featured work",2
"4373","features large",2
"4374","features new",2
"4375","feb p",2
"4376","february th",3
"4377","fed beef",2
"4378","federal agencies",2
"4379","federal agency",2
"4380","federal appeals",2
"4381","federal cou",3
"4382","federal funds",2
"4383","federal government",8
"4384","federal grants",2
"4385","federal judge",2
"4386","federal law",5
"4387","federal officials",2
"4388","federal regulations",2
"4389","federal reserve",7
"4390","federal statutes",2
"4391","federal student",3
"4392","feedback d",2
"4393","feedlot centre",2
"4394","feel anger",2
"4395","feel bad",3
"4396","feel better",8
"4397","feel bit",2
"4398","feel blessed",2
"4399","feel comfoable",4
"4400","feel confident",2
"4401","feel connected",2
"4402","feel control",2
"4403","feel free",9
"4404","feel good",6
"4405","feel great",3
"4406","feel impoant",4
"4407","feel life",2
"4408","feel like",45
"4409","feel little",2
"4410","feel many",2
"4411","feel much",5
"4412","feel pain",3
"4413","feel pressured",2
"4414","feel something",3
"4415","feel strongly",2
"4416","feel uncomfoable",2
"4417","feel warm",2
"4418","feel way",3
"4419","feel woh",2
"4420","feeling ambitious",2
"4421","feeling bad",2
"4422","feeling better",2
"4423","feeling bit",2
"4424","feeling especially",2
"4425","feeling good",4
"4426","feeling inspired",2
"4427","feeling like",2
"4428","feeling much",2
"4429","feeling never",2
"4430","feeling right",2
"4431","feeling well",2
"4432","feelings well",2
"4433","feels good",3
"4434","feels great",2
"4435","feels like",15
"4436","feels right",2
"4437","feels way",2
"4438","fees adveising",3
"4439","feet first",2
"4440","feet great",2
"4441","feet inches",2
"4442","feet long",2
"4443","feet m",2
"4444","feet tall",2
"4445","fell asleep",3
"4446","fell ill",2
"4447","fell love",7
"4448","fell nearly",2
"4449","fell percent",4
"4450","fell sho",2
"4451","fellow bloggers",4
"4452","felt good",2
"4453","felt guilty",2
"4454","felt less",2
"4455","felt like",29
"4456","felt little",2
"4457","felt lucky",2
"4458","felt needed",2
"4459","felt pain",4
"4460","felt quite",2
"4461","felt really",2
"4462","felt time",2
"4463","felt way",3
"4464","female characters",2
"4465","female gender",2
"4466","female sex",2
"4467","fences youth",2
"4468","fennel seed",2
"4469","fenway park",3
"4470","festival march",3
"4471","festive season",2
"4472","feta cheese",2
"4473","fetish digital",2
"4474","fewer cars",2
"4475","fi h",2
"4476","fianc e",2
"4477","fiction fiction",3
"4478","field championships",2
"4479","field goal",3
"4480","field poll",2
"4481","field running",2
"4482","field season",2
"4483","field trip",3
"4484","field trips",2
"4485","fifteen minutes",2
"4486","fifth avenue",2
"4487","fifth grade",2
"4488","fifth inning",2
"4489","fifth straight",2
"4490","fifth year",2
"4491","fight back",2
"4492","fight fight",3
"4493","figure get",2
"4494","figure happened",2
"4495","figure since",2
"4496","figure way",3
"4497","filed lawsuit",2
"4498","filed suit",3
"4499","files can",3
"4500","files just",2
"4501","fill one",2
"4502","fill someone",2
"4503","fill void",2
"4504","filled air",2
"4505","filled eyes",2
"4506","filled fun",2
"4507","filled good",2
"4508","filled love",2
"4509","filled water",2
"4510","film accurate",2
"4511","film action",2
"4512","film also",3
"4513","film festival",9
"4514","film full",2
"4515","film like",2
"4516","film noir",2
"4517","film now",2
"4518","film opens",2
"4519","film staed",2
"4520","filmed released",2
"4521","films come",2
"4522","fin and",2
"4523","final chance",2
"4524","final cut",3
"4525","final days",2
"4526","final exam",2
"4527","final four",5
"4528","final question",2
"4529","final rule",3
"4530","final season",4
"4531","final term",2
"4532","final year",2
"4533","finally able",2
"4534","finally arrived",2
"4535","finally came",3
"4536","finally chance",2
"4537","finally decided",6
"4538","finally ditched",2
"4539","finally found",6
"4540","finally get",4
"4541","finally getting",4
"4542","finally going",2
"4543","finally got",8
"4544","finally learn",2
"4545","finally ready",2
"4546","finally see",2
"4547","finally sta",2
"4548","finally staed",2
"4549","finally tables",2
"4550","finally took",2
"4551","finance minister",3
"4552","financial advisor",2
"4553","financial aid",2
"4554","financial crisis",3
"4555","financial gain",2
"4556","financial help",2
"4557","financial needs",2
"4558","financial officer",3
"4559","financial sector",2
"4560","financial system",2
"4561","find another",3
"4562","find best",5
"4563","find better",2
"4564","find case",2
"4565","find d",2
"4566","find difficult",3
"4567","find good",2
"4568","find inspiration",2
"4569","find job",2
"4570","find joy",2
"4571","find life",2
"4572","find like",4
"4573","find little",2
"4574","find local",2
"4575","find m",2
"4576","find make",2
"4577","find many",3
"4578","find need",2
"4579","find one",5
"4580","find peace",2
"4581","find place",7
"4582","find quite",2
"4583","find really",2
"4584","find second",2
"4585","find so",2
"4586","find someone",2
"4587","find something",3
"4588","find still",2
"4589","find stories",2
"4590","find suitable",2
"4591","find t",2
"4592","find things",4
"4593","find time",5
"4594","find way",4
"4595","find weeks",2
"4596","find work",2
"4597","finding right",3
"4598","finding ways",2
"4599","fine also",2
"4600","fine brews",2
"4601","fine dining",3
"4602","fine music",3
"4603","finely chopped",3
"4604","finer points",3
"4605","fingers crossed",3
"4606","finish line",9
"4607","finish novel",2
"4608","finish one",2
"4609","finish sewing",2
"4610","finished just",2
"4611","finished last",2
"4612","finished praying",2
"4613","finished product",2
"4614","finished reading",4
"4615","finished th",2
"4616","finished third",3
"4617","fire company",2
"4618","fire depament",2
"4619","fire place",3
"4620","fire seriously",2
"4621","fire station",2
"4622","firmly believe",2
"4623","firmly established",3
"4624","first a",2
"4625","first admit",2
"4626","first album",2
"4627","first appearance",3
"4628","first appeared",2
"4629","first attempt",2
"4630","first bar",2
"4631","first base",2
"4632","first big",2
"4633","first bite",2
"4634","first blog",3
"4635","first book",3
"4636","first came",2
"4637","first card",2
"4638","first case",2
"4639","first chapter",2
"4640","first child",2
"4641","first couple",2
"4642","first crack",2
"4643","first cup",2
"4644","first day",17
"4645","first degree",4
"4646","first double",2
"4647","first draft",3
"4648","first edition",2
"4649","first episode",2
"4650","first ever",7
"4651","first foremost",2
"4652","first former",2
"4653","first friday",2
"4654","first full",2
"4655","first generation",2
"4656","first got",3
"4657","first grade",2
"4658","first half",4
"4659","first hand",3
"4660","first home",5
"4661","first hours",2
"4662","first however",2
"4663","first inning",2
"4664","first lady",4
"4665","first language",2
"4666","first last",2
"4667","first let",4
"4668","first light",2
"4669","first line",4
"4670","first list",2
"4671","first love",2
"4672","first made",4
"4673","first making",2
"4674","first marriage",2
"4675","first meet",3
"4676","first met",2
"4677","first minutes",4
"4678","first must",2
"4679","first night",2
"4680","first one",5
"4681","first ones",2
"4682","first pa",5
"4683","first person",4
"4684","first phase",2
"4685","first piece",2
"4686","first place",9
"4687","first post",4
"4688","first prize",2
"4689","first pulled",2
"4690","first quaer",9
"4691","first question",2
"4692","first race",3
"4693","first re",2
"4694","first reaction",3
"4695","first read",3
"4696","first real",2
"4697","first realm",3
"4698","first republican",2
"4699","first round",14
"4700","first run",2
"4701","first saw",6
"4702","first scene",2
"4703","first season",3
"4704","first second",3
"4705","first segment",2
"4706","first sentence",3
"4707","first series",2
"4708","first sight",2
"4709","first six",2
"4710","first solo",2
"4711","first spray",2
"4712","first sta",3
"4713","first staed",4
"4714","first step",7
"4715","first stop",3
"4716","first sure",2
"4717","first team",3
"4718","first tentative",2
"4719","first thing",4
"4720","first things",4
"4721","first third",2
"4722","first thought",5
"4723","first three",7
"4724","first thursday",2
"4725","first time",74
"4726","first trial",2
"4727","first trip",3
"4728","first two",18
"4729","first use",2
"4730","first visit",2
"4731","first washington",2
"4732","first week",5
"4733","first win",2
"4734","first word",2
"4735","first year",15
"4736","first young",2
"4737","fiscal year",5
"4738","fish can",3
"4739","fish market",2
"4740","fish pond",2
"4741","fish sauce",2
"4742","fitting tribute",2
"4743","five day",2
"4744","five days",3
"4745","five games",3
"4746","five institutions",2
"4747","five men",3
"4748","five million",2
"4749","five minutes",9
"4750","five months",6
"4751","five others",2
"4752","five people",2
"4753","five runs",2
"4754","five seconds",3
"4755","five six",4
"4756","five states",2
"4757","five times",2
"4758","five year",9
"4759","five years",22
"4760","flash mobs",2
"4761","flat screen",2
"4762","flavor since",2
"4763","flavor spirit",2
"4764","fleet mechanics",2
"4765","flip side",7
"4766","flood water",2
"4767","florida republicans",2
"4768","florists conway",2
"4769","florists mogage",2
"4770","florists south",2
"4771","fluids also",2
"4772","fly home",2
"4773","flying around",2
"4774","fo zumwalt",2
"4775","foam tape",2
"4776","foam top",2
"4777","focal point",2
"4778","focus clear",2
"4779","focus just",2
"4780","focus things",2
"4781","follow back",4
"4782","follow got",2
"4783","follow hope",2
"4784","follow instructions",2
"4785","follow rules",2
"4786","follow see",3
"4787","follow twitter",3
"4788","follow us",4
"4789","follow written",2
"4790","followed suit",3
"4791","following blog",2
"4792","following day",4
"4793","following recipes",2
"4794","following us",2
"4795","following verses",2
"4796","following week",2
"4797","fonight challenge",2
"4798","food bank",2
"4799","food beverages",2
"4800","food can",2
"4801","food chain",2
"4802","food cooked",2
"4803","food drink",3
"4804","food drug",2
"4805","food food",2
"4806","food good",2
"4807","food inc",2
"4808","food industry",2
"4809","food know",2
"4810","food last",2
"4811","food like",3
"4812","food line",2
"4813","food now",2
"4814","food processor",3
"4815","food storage",2
"4816","food tastes",3
"4817","food two",2
"4818","food well",4
"4819","foolish enough",2
"4820","foot boat",2
"4821","foot fit",2
"4822","foot long",2
"4823","foot traffic",2
"4824","football club",2
"4825","football coach",6
"4826","football field",2
"4827","football games",2
"4828","football player",2
"4829","football team",2
"4830","forecast calls",2
"4831","foreign country",2
"4832","foreign language",2
"4833","foreign policy",2
"4834","foreign rights",2
"4835","foreign visitors",2
"4836","forest grove",2
"4837","forever home",2
"4838","forget first",2
"4839","form capitalism",2
"4840","form core",2
"4841","form democracy",2
"4842","form known",2
"4843","form one",2
"4844","form working",2
"4845","formed group",2
"4846","former agent",2
"4847","former assistant",2
"4848","former chief",2
"4849","former firefighter",2
"4850","former gov",2
"4851","former mayor",2
"4852","former president",4
"4853","former students",2
"4854","former u",5
"4855","forum shops",2
"4856","forward getting",2
"4857","forward next",3
"4858","forward seeing",3
"4859","forward watching",2
"4860","foster care",6
"4861","foster mother",2
"4862","foueen fifteen",2
"4863","fouh fifth",2
"4864","fouh quaer",6
"4865","fouh straight",3
"4866","fouh street",2
"4867","fouh time",2
"4868","found also",2
"4869","found around",2
"4870","found christmas",2
"4871","found columbus",2
"4872","found dead",4
"4873","found fake",2
"4874","found good",2
"4875","found guilty",2
"4876","found hard",2
"4877","found interesting",3
"4878","found lot",2
"4879","found many",4
"4880","found one",2
"4881","found place",2
"4882","found six",2
"4883","found space",2
"4884","found story",2
"4885","found things",2
"4886","found use",2
"4887","found video",2
"4888","found way",4
"4889","foundatio and",2
"4890","founding fathers",2
"4891","four bolts",2
"4892","four children",3
"4893","four days",5
"4894","four decades",2
"4895","four different",2
"4896","four earned",2
"4897","four five",8
"4898","four games",5
"4899","four great",2
"4900","four home",2
"4901","four hours",5
"4902","four knot",2
"4903","four men",2
"4904","four months",5
"4905","four new",2
"4906","four row",2
"4907","four six",2
"4908","four teachers",2
"4909","four times",4
"4910","four year",9
"4911","four years",20
"4912","fowhyte alive",2
"4913","fox news",4
"4914","fr amazon",3
"4915","framework can",2
"4916","francisco california",2
"4917","francisco ers",2
"4918","frank lautenberg",3
"4919","frank russo",2
"4920","frank sinatra",3
"4921","fraternal order",2
"4922","fraud scheme",3
"4923","freaki and",3
"4924","freddie mac",3
"4925","free agency",4
"4926","free agent",5
"4927","free agents",4
"4928","free app",2
"4929","free choice",2
"4930","free free",4
"4931","free happy",2
"4932","free kick",2
"4933","free m",2
"4934","free market",6
"4935","free new",2
"4936","free now",2
"4937","free open",2
"4938","free opening",2
"4939","free press",2
"4940","free range",2
"4941","free shipping",2
"4942","free speech",3
"4943","free spirited",2
"4944","free throw",4
"4945","free throws",3
"4946","free time",2
"4947","free version",2
"4948","free world",2
"4949","freedom speech",6
"4950","french can",2
"4951","french english",2
"4952","french name",2
"4953","french toast",3
"4954","fresh air",2
"4955","fresh cilantro",2
"4956","fresh coat",2
"4957","fresh herbs",2
"4958","fresh look",2
"4959","fresh raspberries",2
"4960","fresh sta",2
"4961","fresh water",3
"4962","freshman year",2
"4963","fretless bass",2
"4964","fri sat",2
"4965","friday afternoon",3
"4966","friday april",2
"4967","friday called",2
"4968","friday everyone",2
"4969","friday first",2
"4970","friday got",2
"4971","friday may",2
"4972","friday morning",4
"4973","friday night",11
"4974","friday saturday",3
"4975","friday see",2
"4976","friday sept",2
"4977","friday special",2
"4978","friend also",2
"4979","friend can",2
"4980","friend gilbeo",2
"4981","friend haven",2
"4982","friend home",2
"4983","friend looked",2
"4984","friend love",2
"4985","friend mine",9
"4986","friend new",2
"4987","friend now",2
"4988","friend r",2
"4989","friendly rivalry",2
"4990","friends along",2
"4991","friends can",3
"4992","friends family",10
"4993","friends just",2
"4994","friends let",2
"4995","friends long",2
"4996","friends loved",2
"4997","friends made",3
"4998","friends relatives",2
"4999","friends time",2
"5000","friends totally",2
"5001","friends world",2
"5002","frito lay",2
"5003","frizzy hair",2
"5004","frog legs",3
"5005","front back",5
"5006","front class",3
"5007","front door",6
"5008","front face",3
"5009","front fire",2
"5010","front just",2
"5011","front lines",2
"5012","front office",3
"5013","front row",2
"5014","front runner",2
"5015","front seat",2
"5016","front us",5
"5017","front yard",2
"5018","frozen fog",2
"5019","frozen yogu",2
"5020","fruit juice",2
"5021","frying pan",3
"5022","ft m",2
"5023","fuck sake",2
"5024","fucking good",2
"5025","fuel consumption",2
"5026","fulfilling prophecy",2
"5027","full advantage",2
"5028","full bar",2
"5029","full blast",2
"5030","full blown",2
"5031","full ceain",2
"5032","full circle",2
"5033","full day",4
"5034","full five",2
"5035","full force",4
"5036","full game",2
"5037","full good",2
"5038","full joy",2
"5039","full pay",2
"5040","full price",2
"5041","full range",2
"5042","full recovery",3
"5043","full suspension",2
"5044","full swing",3
"5045","full tilt",2
"5046","full time",11
"5047","full weekend",2
"5048","full year",2
"5049","fully functioning",2
"5050","fully understood",2
"5051","fun easy",2
"5052","fun family",2
"5053","fun game",2
"5054","fun great",3
"5055","fun helps",2
"5056","fun hey",2
"5057","fun interesting",2
"5058","fun look",2
"5059","fun make",2
"5060","fun making",3
"5061","fun pa",2
"5062","fun see",2
"5063","fun things",2
"5064","fun time",2
"5065","fun times",3
"5066","fun watch",4
"5067","fun year",2
"5068","fund raiser",3
"5069","fundamental rights",2
"5070","fundamentals people",3
"5071","funds keep",2
"5072","funny enough",2
"5073","funny talent",3
"5074","funny thing",2
"5075","funny way",2
"5076","furniture paint",2
"5077","future generations",2
"5078","future hope",2
"5079","future leaders",2
"5080","future savings",2
"5081","future state",2
"5082","g c",3
"5083","g g",2
"5084","g now",2
"5085","g r",2
"5086","g sta",3
"5087","gain access",2
"5088","gained ground",2
"5089","gaining traction",2
"5090","game changing",2
"5091","game competitive",2
"5092","game first",3
